סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
13,בית אלעזרי,562,1060,800,2,798,70,51,1,2,0,0,20,0,7,0,0,0,0,0,1,159,33,168,52,0,0,0,0,179,0,0,0,0,0,0,0,0,0,3,0,0,0,9,43,
10,בני דרור,386,980,575,1,574,90,33,0,0,0,0,7,0,4,0,0,0,0,0,0,88,12,68,69,0,0,0,0,174,0,1,0,0,0,0,0,0,0,3,0,0,0,0,25,
18,ברוש,2060,356,251,2,249,11,27,1,0,0,0,9,0,4,0,0,0,0,0,0,15,3,124,1,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,
13,גבעת ברנר,147,1875,1420,3,1417,394,43,1,4,0,0,12,0,13,0,0,0,0,0,0,229,33,111,172,0,0,0,0,336,0,0,0,0,0,0,0,0,1,5,0,0,0,6,57,
3,גונן,852,339,221,2,219,53,4,0,0,0,0,1,0,9,0,0,0,0,0,0,27,7,12,37,0,0,0,0,53,1,0,0,0,0,0,0,0,0,6,0,0,0,0,9,
10,גן יאשיה,734,659,514,0,514,101,28,0,0,0,0,2,0,4,0,0,0,0,0,0,75,14,43,69,0,0,0,0,154,3,0,0,0,0,0,0,0,0,4,1,0,0,3,13,
13,גן יבנה,166,16828,12100,41,12059,582,1007,42,9,1,2,469,1,122,0,0,0,1,2,9,922,463,4440,232,0,0,0,0,2229,1,0,0,0,0,1,0,1,0,28,7,2,0,693,793,
12,גני מודיעין,3823,1958,1446,5,1441,5,97,88,0,0,0,397,1,0,0,0,0,0,0,0,1,1,193,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,1,2,0,616,16,
4,גשר,305,403,253,2,251,96,9,0,1,0,0,1,0,4,0,0,0,0,0,0,38,2,16,20,0,0,0,1,49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,
3,דובב,1067,358,238,0,238,2,11,0,0,0,0,5,0,0,0,0,0,0,0,0,7,2,167,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,34,5,
2,הר אדר,3769,3108,2384,6,2378,258,149,2,5,0,0,36,0,27,2,1,3,0,0,1,370,63,482,247,0,1,0,0,534,2,0,0,1,0,0,0,0,1,12,0,0,0,16,165,
6,יאנוחגת,1295,4706,2146,15,2131,78,5,1,52,0,0,0,0,11,1,1,0,0,1,1,146,622,501,40,0,0,0,6,317,0,0,0,0,1,0,0,0,0,1,0,0,0,195,151,
6,ירכא,502,11014,5614,92,5522,71,26,2,478,0,0,1,1,9,0,0,1,1,0,3,146,1777,1945,257,0,1,0,10,337,0,2,1,1,0,3,1,0,2,2,2,2,0,364,76,
3,כפר בלום,357,731,499,2,497,137,14,2,0,1,0,5,0,5,0,0,0,0,0,1,88,15,70,38,0,0,0,0,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,
13,כפר הנגיד,582,775,604,1,603,64,51,1,0,0,0,10,0,7,0,0,0,0,0,0,140,29,81,31,0,0,0,0,150,0,0,0,0,0,0,0,0,0,3,0,0,0,4,32,
6,כפר יאסיף,507,8071,4543,44,4499,22,12,0,3238,0,1,0,0,10,4,0,0,0,0,0,9,27,186,263,0,1,1,464,72,0,0,1,0,0,1,1,0,2,7,1,0,0,13,163,
17,כפר עזה,845,742,543,1,542,116,26,0,1,0,0,5,0,6,0,0,0,0,0,0,74,20,36,77,0,0,0,0,165,0,0,0,0,0,0,0,0,0,1,0,0,0,2,13,
6,מעיליא,518,2565,1668,10,1658,13,2,0,1126,0,0,0,0,2,0,0,0,1,0,1,15,3,47,268,0,0,0,7,152,1,1,0,0,1,0,1,1,0,1,0,0,0,1,14,
2,מצפה שלם,3610,264,191,0,191,46,37,0,0,0,0,15,0,5,0,0,0,0,0,0,27,2,23,10,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,
11,נופך,257,405,315,0,315,29,23,2,0,0,0,13,0,3,0,0,0,0,0,2,19,11,121,11,0,0,0,0,41,0,0,0,0,0,0,0,0,0,2,0,0,0,21,17,
11,נחשונים,705,356,243,0,243,50,1,0,0,0,0,0,0,2,0,0,0,0,0,0,29,8,10,81,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
12,נילי,3655,1194,892,1,891,43,155,3,0,0,0,26,0,4,0,0,0,1,0,1,74,38,277,11,0,0,0,1,161,0,0,0,0,0,0,0,0,0,7,1,0,0,4,84,
18,ניר עקיבא,2048,523,400,2,398,30,26,5,0,0,0,108,0,1,0,0,0,0,0,0,30,8,83,8,0,0,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,30,19,
2,עופרה,3617,1959,1473,2,1471,6,467,2,0,0,0,679,0,8,0,0,1,0,0,0,8,1,246,2,1,1,0,1,7,1,0,0,0,0,0,0,0,0,17,0,0,0,11,12,
6,עין המפרץ,289,719,547,3,544,117,7,0,1,0,0,2,0,6,0,0,0,0,0,0,65,6,10,207,0,0,0,0,115,2,0,0,0,0,0,0,0,0,1,0,0,0,1,4,
2,צור הדסה,1113,6345,4699,11,4688,453,677,14,15,0,0,131,0,47,0,0,3,0,1,0,350,204,1203,342,1,0,0,0,792,0,0,0,0,0,0,0,0,0,21,1,1,0,65,367,
2,צרעה,567,836,537,2,535,162,7,1,7,0,0,0,0,4,0,0,0,0,0,0,58,12,16,114,0,0,0,16,128,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,
8,קרית טבעון,2300,13918,9345,30,9315,1765,365,98,64,0,0,130,2,119,0,0,0,1,1,1,1079,264,1253,1269,0,0,0,3,2305,5,2,0,0,1,0,1,2,1,51,4,0,0,63,466,
13,קרית עקרון,469,8224,5536,40,5496,125,340,32,12,0,0,299,1,56,0,0,1,0,0,6,315,161,2798,46,1,0,0,2,396,0,1,1,1,0,0,0,0,1,17,3,1,0,589,291,
3,ראש פינה,26,2478,1642,5,1637,262,77,5,8,0,0,113,1,9,0,0,0,0,0,0,181,48,353,177,0,0,0,4,277,0,0,0,0,0,0,0,0,0,16,0,0,0,24,82,
17,רוחמה,362,521,368,0,368,98,5,1,0,0,0,1,0,3,0,0,0,0,0,0,42,17,13,108,0,0,0,0,70,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,
11,רינתיה,616,681,513,2,511,56,44,2,0,1,0,8,1,7,0,0,0,0,0,0,67,6,142,28,0,0,0,0,109,1,0,0,0,0,0,0,0,0,3,0,0,0,13,23,
4,רמות,4702,433,328,0,328,56,6,1,0,0,0,5,0,0,0,0,0,0,0,0,70,14,30,30,0,0,0,0,86,2,0,0,0,0,0,0,0,0,3,0,0,0,0,25,
19,רמת הכובש,184,681,523,0,523,176,14,0,0,0,0,4,0,6,0,0,0,0,0,0,69,12,17,110,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
3,שדה נחמיה,329,792,574,0,574,135,21,0,0,0,0,5,0,14,0,0,0,0,0,1,64,14,79,58,0,0,0,1,110,0,0,0,0,0,1,0,0,0,6,0,0,0,3,62,
17,שדה עוזיהו,739,1009,759,0,759,14,32,3,0,0,14,55,0,1,0,0,0,0,0,0,34,4,472,4,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,92,18,
12,שוהם,1304,15973,12038,19,12019,977,1414,17,10,0,1,401,2,108,0,0,0,0,1,1,1520,305,2395,605,0,1,0,0,3107,3,0,0,1,0,0,0,0,0,31,1,0,0,217,901,
6,שמרת,432,450,322,1,321,50,11,1,0,0,0,1,0,1,0,0,0,0,0,0,33,8,16,105,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
6,שפרעם,8800,29818,13366,151,13215,245,12,2,7118,1,1,1,1,91,18,1,2,2,0,1,91,1532,445,551,1,3,0,2552,387,0,2,1,6,1,2,1,3,2,3,2,1,0,36,97,
18,תלמי בילו,2050,356,270,3,267,5,19,1,0,0,0,31,0,3,0,0,0,0,0,0,19,4,143,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,10,11,
2,תקוע,3563,2230,1605,12,1593,33,590,12,1,0,1,374,0,1,0,0,0,0,4,0,27,29,326,7,0,0,0,0,34,1,0,0,0,0,0,0,0,6,44,0,1,0,22,80,
6,אבו סנאן,473,9705,5151,81,5070,22,2,1,2127,0,0,5,3,12,2,1,0,0,1,1,44,395,577,96,0,1,2,888,97,0,0,5,3,0,2,3,2,0,3,0,0,0,532,243,
12,אחיסמך,804,890,685,1,684,6,21,3,0,0,0,42,0,3,0,0,0,0,0,1,17,0,421,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,143,15,
4,אניעם,4012,442,282,0,282,41,20,1,0,0,0,5,0,6,0,0,0,0,0,0,25,8,76,6,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,4,28,
10,ארסוף,1324,132,83,0,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,14,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,
17,באר טוביה,155,827,666,0,666,97,24,0,1,0,1,5,0,6,0,0,0,0,0,0,154,25,54,59,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,
2,בית חורון,3575,863,695,1,694,8,219,5,0,0,0,210,1,2,0,0,0,0,0,0,11,6,165,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,
10,בית ינאי,200,295,193,1,192,28,7,0,1,0,1,0,0,1,0,0,0,0,0,0,32,5,11,44,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,
2,בית מאיר,751,360,255,0,255,5,51,17,0,0,1,53,0,0,0,0,0,0,0,0,3,0,75,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,26,5,
17,בית עזרא,756,835,635,1,634,35,56,2,0,0,1,9,0,10,0,0,0,0,0,0,97,19,192,11,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,55,51,
12,בית עריף,604,752,570,1,569,21,36,5,1,0,0,54,0,2,0,0,0,0,0,0,30,2,288,8,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,49,18,
10,ביתן אהרן,252,223,91,0,91,9,6,2,0,0,0,2,0,1,0,0,0,0,0,0,16,4,11,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
13,בני עיש,1066,5750,3514,31,3483,58,209,37,2,0,0,191,2,24,2,0,0,1,1,3,83,803,1180,31,2,5,0,1,403,3,1,0,0,0,2,0,0,3,14,0,0,0,255,167,
17,ברכיה,746,783,637,1,636,0,52,15,0,0,0,160,0,0,0,0,0,0,0,0,5,0,251,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,134,14,
5,גבעת עוז,703,398,247,0,247,46,11,1,0,0,0,0,0,1,0,0,0,0,0,0,38,11,14,61,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
5,גיניגר,92,551,387,1,386,118,11,1,0,0,0,0,0,6,0,0,0,0,0,0,66,13,29,59,0,0,0,1,74,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,
17,גלאון,393,473,327,1,326,72,8,0,0,0,0,1,0,2,0,0,0,0,0,0,56,3,5,99,0,0,0,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,1,13,
12,גני הדר,1103,274,211,0,211,47,17,0,1,0,0,4,0,1,0,0,0,0,0,0,33,6,27,27,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
5,דליה,300,674,510,0,510,114,4,0,3,0,0,1,1,1,0,0,0,0,0,0,50,9,11,193,0,0,0,0,117,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,
10,חבצלת השרון,235,341,213,0,213,25,4,0,1,0,0,11,0,4,0,0,0,0,0,0,22,4,44,22,0,0,0,0,51,0,0,0,0,0,0,0,0,0,2,0,0,0,9,14,
4,חדנס,4026,677,406,1,405,25,27,0,1,0,0,14,0,13,0,0,2,1,0,0,51,12,110,8,0,0,0,0,115,1,0,0,0,0,0,0,0,0,5,0,0,0,1,19,
3,חולתה,253,461,335,0,335,126,16,0,0,0,0,9,0,5,0,0,0,0,0,0,40,9,14,31,0,0,0,0,64,0,0,0,0,0,0,0,0,0,5,0,0,0,1,15,
9,חיננית,3643,845,643,2,641,4,116,0,1,2,0,220,0,3,0,0,0,0,0,0,3,74,166,1,0,1,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,20,16,
3,טובאזנגריה,962,4617,1522,17,1505,18,3,0,277,0,0,1,0,3,1,0,1,0,0,1,10,6,286,82,0,0,0,706,82,0,0,1,1,0,0,0,1,2,0,0,1,0,6,16,
5,טמרה יזרעאל,547,1072,456,11,445,2,1,0,219,1,0,0,0,0,0,0,0,0,0,0,0,0,50,12,0,0,0,153,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
8,יגור,96,1368,909,2,907,326,13,0,1,0,1,4,0,5,0,0,0,0,0,1,123,31,34,98,0,0,0,0,247,1,0,0,0,0,0,0,0,0,0,1,0,0,1,20,
12,יד רמבם,64,856,622,3,619,17,38,2,0,0,1,32,0,4,0,0,0,0,0,0,17,3,377,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,61,21,
6,יסעור,575,543,386,2,384,41,14,0,0,0,0,2,0,4,0,0,0,0,0,0,38,10,35,71,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
10,יעף,1044,175,135,1,134,17,9,1,3,0,0,2,0,0,0,0,0,0,0,1,12,4,21,16,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,1,11,
10,יקום,417,556,435,1,434,92,7,0,0,0,0,1,0,3,0,0,0,0,0,0,40,8,6,167,0,0,0,0,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,
6,כאבול,504,8328,5247,42,5205,3,1,1,2787,0,0,0,0,3,3,0,0,1,0,0,1,7,28,21,0,1,0,2326,11,0,0,0,2,0,1,0,0,0,1,0,0,0,5,2,
17,כוכב מיכאל,824,717,510,2,508,69,30,1,0,0,1,2,0,9,0,0,0,0,0,0,93,7,58,32,0,0,0,0,147,0,0,0,0,0,0,0,0,0,5,0,0,0,3,51,
12,כפר דניאל,707,495,375,3,372,71,9,1,0,0,0,2,0,6,0,0,0,0,0,0,49,8,38,43,0,0,0,0,123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,
5,כפר החורש,192,478,366,0,366,105,14,0,2,0,0,3,0,6,0,0,0,0,0,0,37,14,29,47,0,0,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,0,1,22,
3,להבות הבשן,380,701,490,1,489,91,14,0,7,0,0,3,0,7,0,0,0,0,0,0,50,25,38,130,0,0,0,0,89,0,0,0,0,0,0,0,0,0,5,2,0,0,0,28,
17,לכיש,24,601,468,0,468,112,17,0,1,0,0,3,0,2,0,0,0,0,0,0,81,12,18,88,0,0,0,1,104,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,
2,מבוא ביתר,771,635,477,0,477,44,60,0,0,0,0,24,0,1,0,0,0,0,0,0,54,14,117,34,0,0,0,0,59,0,0,0,0,0,0,0,0,0,9,0,0,0,2,59,
18,מבועים,1080,932,613,3,610,31,58,2,1,0,0,32,0,6,0,0,0,0,0,0,24,11,281,10,0,0,0,0,75,1,0,0,0,0,1,0,0,0,3,0,0,0,33,41,
4,מגדל,65,1435,899,7,892,19,49,15,4,0,0,83,0,8,0,0,0,0,0,0,37,18,424,12,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,133,41,
13,מזכרת בתיה,28,10859,8127,23,8104,721,777,15,10,0,1,243,1,90,1,0,0,0,1,2,1043,191,1974,412,1,1,0,0,1836,2,0,0,0,0,0,0,0,1,30,0,1,0,174,576,
5,מיטב,2054,359,265,0,265,7,27,0,1,0,0,14,0,0,0,0,0,0,0,0,8,1,166,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,
10,מכמורת,382,1065,735,0,735,173,24,1,1,1,0,7,0,8,0,0,0,0,0,0,147,27,29,127,0,0,0,0,162,0,0,0,0,0,0,0,0,0,7,0,0,0,0,21,
3,מסעדה,4203,376,73,1,72,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,29,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,
18,מעגלים,1082,1074,854,1,853,5,76,7,0,0,0,192,0,2,0,0,0,0,0,0,6,1,412,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,121,20,
2,מעלה לבונה,3752,431,334,0,334,1,51,3,0,0,0,238,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,
12,מצליח,757,965,694,2,692,21,41,1,0,0,4,19,0,11,0,0,0,0,0,0,48,14,362,5,0,0,0,0,83,1,0,0,0,0,0,0,0,0,1,0,0,0,38,43,
17,משואות יצחק,620,459,383,0,383,12,182,0,0,0,0,87,0,1,0,0,0,0,1,0,20,0,28,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,
10,משמרת,425,655,522,0,522,92,18,1,1,0,0,5,0,6,0,0,0,0,0,0,78,21,26,59,0,0,0,0,193,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,
19,מתן,1315,2635,2004,2,2002,246,124,0,0,1,0,14,1,22,0,0,0,1,0,0,236,64,258,193,0,0,0,0,683,0,0,0,0,0,1,0,0,0,4,1,0,0,14,139,
2,נווה אילן,405,709,492,1,491,76,21,1,1,0,0,2,0,1,0,0,0,0,0,0,52,23,73,68,0,0,0,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,
12,נוף איילון,1333,1686,1355,2,1353,7,370,26,0,0,0,761,0,1,0,0,0,0,0,0,9,0,107,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,45,17,
13,נטעים,174,569,435,0,435,65,23,1,1,0,0,13,0,4,0,0,0,0,0,1,64,11,67,40,0,0,0,0,121,0,0,0,0,0,0,0,0,0,2,0,0,0,2,20,
19,ניר אליהו,808,422,322,1,321,111,6,1,0,0,0,0,0,2,0,0,0,0,0,0,49,7,13,47,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
5,ניר יפה,165,443,316,0,316,17,23,0,0,0,0,6,0,6,0,0,0,1,0,0,40,3,131,2,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1,0,0,11,15,
18,ניר משה,2047,421,304,0,304,37,22,0,0,0,0,3,0,3,0,0,0,0,0,0,41,8,68,18,0,0,0,0,66,0,0,0,0,0,0,0,1,0,0,1,0,0,7,29,
10,נעורים,186,169,69,2,67,14,6,0,0,0,0,0,0,0,0,1,0,0,0,0,11,4,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,
17,נתיב העשרה,1242,706,546,0,546,51,49,1,0,0,0,11,0,10,0,0,0,0,0,0,92,13,118,24,0,0,0,0,126,0,0,0,0,0,0,0,0,0,4,2,0,0,3,42,
18,סעד,419,616,476,0,476,23,181,0,2,0,0,76,0,4,0,0,0,0,0,0,64,2,40,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,
12,סתריה,610,804,620,0,620,99,24,3,1,0,1,10,0,6,0,0,0,0,0,0,103,27,77,60,0,0,0,0,170,0,0,0,0,0,0,0,0,0,1,1,0,0,1,36,
17,עזר,1149,620,475,2,473,42,39,0,0,0,2,8,0,11,0,0,0,0,0,0,47,5,142,10,0,0,0,0,93,0,0,0,0,1,0,0,0,0,0,0,0,0,30,43,
12,עזריה,711,796,634,2,632,6,41,2,0,0,5,25,0,3,0,0,0,0,0,0,28,8,370,2,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,52,57,
17,עזריקם,817,966,705,5,700,15,36,0,1,0,2,9,0,8,0,0,0,0,0,0,59,8,423,2,0,0,0,0,38,0,0,0,0,0,0,0,0,0,2,2,0,0,58,37,
10,עין החורש,167,694,529,2,527,143,2,0,0,0,0,0,0,5,0,0,0,0,0,0,61,5,6,193,0,0,0,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,1,10,
9,עין כרמל,426,536,421,1,420,116,9,0,1,0,0,2,0,7,0,0,0,0,0,0,66,18,18,51,0,0,0,0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,
3,עמיעד,385,441,267,0,267,64,7,0,0,0,0,1,0,0,0,0,0,0,0,0,44,9,14,49,0,0,0,0,66,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,
17,ערוגות,593,675,544,1,543,69,30,0,0,0,0,10,0,0,0,0,0,0,0,0,124,9,110,45,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,2,0,0,8,26,
9,עתלית,53,6382,4485,10,4475,355,276,14,14,0,0,132,1,58,1,0,0,0,0,0,426,159,1360,225,2,0,0,0,994,2,0,0,0,0,2,1,0,0,18,2,1,0,167,265,
2,עתניאל,3748,466,350,0,350,0,101,4,0,0,0,184,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10,
4,פוריה עילית,1313,885,564,2,562,28,34,0,3,0,0,19,2,4,0,0,8,0,0,0,57,15,244,18,0,0,0,0,66,0,0,0,0,0,0,0,0,0,15,0,0,0,21,28,
6,פסוטה,535,2654,1150,4,1146,17,0,0,710,0,0,0,0,6,2,0,0,0,0,1,8,8,125,234,0,0,0,3,23,0,0,0,2,0,0,0,0,0,3,0,0,0,0,4,
10,צוקי ים,1102,189,136,0,136,18,4,1,0,0,0,2,0,5,0,0,0,0,0,0,26,1,17,23,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,
2,צלפון,796,696,499,3,496,21,40,2,0,0,5,46,0,1,0,0,0,0,0,0,23,2,255,9,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,35,19,
12,צפריה,594,542,436,1,435,9,157,5,0,0,0,107,1,1,0,0,0,0,0,0,19,0,71,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,22,26,
3,קדמת צבי,4025,406,298,0,298,50,16,0,1,0,0,3,0,5,0,0,0,0,0,0,55,16,56,14,0,0,0,0,50,1,0,0,0,0,0,0,0,0,6,0,0,0,0,25,
5,רםאון,1069,671,510,1,509,111,21,1,1,1,0,3,0,6,0,0,0,0,0,0,92,20,36,40,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
12,רמות מאיר,735,554,403,2,401,67,33,2,0,0,0,11,0,3,0,0,0,0,0,0,59,10,63,39,0,0,0,0,90,0,0,0,0,0,0,0,0,1,0,1,0,0,2,20,
8,רמת יוחנן,178,843,572,1,571,192,20,1,0,0,1,2,0,8,0,0,0,0,0,0,93,16,34,73,0,0,0,0,110,0,0,0,0,0,0,0,0,0,2,1,0,0,0,18,
17,שדה דוד,36,420,303,1,302,10,14,3,0,0,0,9,0,1,0,0,0,0,0,0,19,6,158,2,0,0,0,0,23,0,0,1,0,0,0,0,0,0,1,0,0,0,47,8,
13,שדמה,555,382,286,0,286,52,5,0,1,0,0,3,0,2,0,0,0,0,0,0,49,5,23,43,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
2,שואבה,741,463,327,1,326,51,16,0,2,0,6,3,0,6,0,0,0,0,0,0,28,5,86,44,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,
18,שובה,761,426,305,3,302,1,49,3,0,0,0,41,0,1,0,0,0,0,0,0,4,0,156,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,0,0,30,7,
10,אביחיל,175,981,743,0,743,108,31,0,7,0,0,8,0,12,1,0,0,0,0,0,158,30,89,87,0,1,0,0,172,0,0,0,0,0,0,0,0,0,5,0,0,0,4,30,
5,אומן,1108,413,266,0,266,4,15,3,0,0,0,9,0,5,0,0,0,0,0,0,4,27,130,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,15,16,
2,אורה,780,827,568,5,563,40,51,4,0,0,4,32,0,6,0,0,0,0,0,0,65,5,169,22,0,0,0,0,68,0,0,0,0,0,0,0,0,0,5,0,0,0,44,48,
3,אורטל,4013,256,191,0,191,41,9,0,0,0,0,2,0,3,0,0,0,0,0,0,26,3,14,11,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,
17,אחוזם,821,401,289,1,288,2,13,1,0,0,0,29,0,1,0,0,0,0,0,0,3,3,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,45,16,
3,אלרום,4003,359,261,1,260,59,9,0,1,0,0,7,1,4,0,0,0,0,0,0,27,9,37,25,0,0,0,2,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,
5,אלון הגליל,1182,850,654,1,653,160,21,0,2,0,0,0,0,4,0,0,0,0,0,0,91,20,21,140,0,0,0,1,167,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,
19,אלישמע,841,820,655,2,653,31,70,3,0,0,2,11,1,4,0,0,0,0,0,0,75,4,297,14,0,0,0,0,61,0,0,0,0,1,0,0,0,0,2,0,0,0,45,32,
2,אספר,3754,398,284,4,280,1,30,119,0,0,0,93,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,
18,אשבול,71,416,306,0,306,13,30,2,0,0,0,15,0,0,0,0,0,0,0,0,29,6,130,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,30,19,
4,אשדות יעקב  איחוד,199,679,488,1,487,106,32,1,0,0,0,5,0,7,0,0,0,0,0,0,84,19,50,39,0,0,0,0,124,2,0,0,0,0,0,0,0,0,2,1,0,0,0,15,
3,בוקעאתא,4001,595,92,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,27,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,
18,בטחה,762,618,479,3,476,5,46,3,0,0,0,35,0,1,0,0,0,0,0,0,15,0,260,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,86,12,
5,בית השיטה,242,1035,761,6,755,241,21,0,1,0,0,12,0,10,0,0,0,0,0,0,122,36,47,63,0,0,0,1,169,0,0,0,0,0,0,0,0,0,5,0,0,0,1,26,
4,בני יהודה,4015,917,570,4,566,54,40,1,1,0,0,31,0,7,0,0,0,0,0,0,51,39,118,20,0,0,0,0,145,0,0,0,0,0,0,0,0,0,8,1,0,0,7,43,
10,בני ציון,418,856,632,0,632,79,28,0,1,0,3,4,0,9,0,0,0,0,0,0,92,15,57,90,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,
17,ברור חיל,428,750,517,2,515,142,24,1,3,0,0,7,0,6,0,0,0,0,0,0,80,10,49,51,0,0,0,0,119,0,1,0,0,0,0,0,0,0,2,0,0,0,0,20,
2,בת עין,3794,895,525,2,523,2,82,20,0,0,0,302,0,0,0,0,0,0,0,0,0,2,45,1,0,0,0,0,3,0,2,0,0,0,0,0,0,1,42,0,0,0,15,6,
6,גולס,485,4814,2798,42,2756,27,19,0,35,0,1,1,0,19,0,0,0,0,0,1,317,795,535,91,0,1,0,5,334,0,0,1,0,1,0,0,0,0,4,1,0,0,486,82,
